"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Point","HSN Code","Customisation Id","Associated Pixel","attr_Brand","attr_Material","attr_Ideal For","attr_Feature","attr_Country of Origin","attr_ Type","attr_Outer Material","attr_Ideal for","attr_Product Type","attr_Features","attr_Country_of_Origin","attr_Additional Feature"
"SmallPlant-51","","Green & Cream Artificial Small Plants For Home Decor","HOD-51",349,599,120,30,10,10,12,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/d_HtWnPS_4JFSTI83V0_2025-06-20_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/d_HtWnPS_ET1OOF1RWT_2025-06-20_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/d_HtWnPS_RIT0E3I84Y_2025-06-20_3.jpg","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Green & cream","Decorative Artificial plants- Realistic leaf designs.
Add a touch of greenery to your home or office with these beautifully crafted artificial plants.Each artificial plant is meticulously crafted using premium-quality, long-lasting materials that mimic the look and feel of real plants. The realistic foliage, varied shades of green, and natural-looking stems make these plants almost indistinguishable from the real thing — minus the watering, trimming, and sunlight.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Plant",,,,,,
"Artificial Flower Bouquet-78","","Pale Yellow Artificial Rose Bouquet For Home Decor","HOD-78",579,1159,220,30,10,10,40,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/tpx3gWy8_Z3QXPJSRZG_2025-06-09_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/tpx3gWy8_4EE91WCW0E_2025-06-20_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/tpx3gWy8_K55RDCVL0O_2025-06-20_2.png","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Pale yellow","Enhance your living space with this beautifully arranged artificial Rose Flower Bouquet. (Without Vase).Enhance your living space with the timeless beauty of this Artificial Rose Flower Bouquet, meticulously crafted to bring a touch of nature and romance into your home — all without the upkeep of real flowers. With its lifelike texture, graceful bloom shapes, and soft color tones, this bouquet is the perfect decorative accent to brighten your interiors and create a warm, welcoming atmosphere.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-81","","Blue Artificial Rose Bouquet For Home Decor","HOD-81",579,1159,220,30,10,10,40,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/HitL_D9Q_TML79H7SHE_2025-06-09_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/HitL_D9Q_X63F354VGS_2025-06-12_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/HitL_D9Q_WZYD4DAK17_2025-06-20_1.png","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Blue","Enhance your living space with this beautifully arranged artificial Rose Flower Bouquet. (Without Vase).Enhance your living space with the timeless beauty of this Artificial Rose Flower Bouquet, meticulously crafted to bring a touch of nature and romance into your home — all without the upkeep of real flowers. With its lifelike texture, graceful bloom shapes, and soft color tones, this bouquet is the perfect decorative accent to brighten your interiors and create a warm, welcoming atmosphere.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-59","","White Artificial Lily Flower Bouquet - 3D Print For Home Decor","HOD-59",599,1198,220,30,10,10,53,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/yAw710OO_WUDJOUSN1X_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/yAw710OO_AF7N0FRH75_2025-06-12_1.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","White","Enjoy the year-round bloom with the vibrant Artificial Lily flower bouquet with 3D printing ( without Vase ).Each bloom in the bouquet showcases meticulous detailing, from the gentle petal veins to the natural-looking stamen and stem design. The 3D printing process ensures that every flower is incredibly realistic and visually stunning, offering a fresh and radiant look that remains unchanged over time. Whether you're decorating your living room, bedroom, office desk, or a special event space, this bouquet adds a cheerful and refreshing aesthetic to any setting.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-80","","Red Artificial Rose Bouquet For Home Decor","HOD-80",579,1159,220,30,10,10,40,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/t3DoZt3T_JZWOI5Z1GT_2025-06-09_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/t3DoZt3T_YTIOGUDEYK_2025-06-12_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/t3DoZt3T_V5ISYZNK7C_2025-06-20_1.png","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Red","Enhance your living space with this beautifully arranged artificial Rose Flower Bouquet. (Without Vase).Enhance your living space with the timeless beauty of this Artificial Rose Flower Bouquet, meticulously crafted to bring a touch of nature and romance into your home — all without the upkeep of real flowers. With its lifelike texture, graceful bloom shapes, and soft color tones, this bouquet is the perfect decorative accent to brighten your interiors and create a warm, welcoming atmosphere.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-57","","Purple & Pink Artificial Lily Flower Bouquet - 3D Print For Home Decor","HOD-57",599,1198,220,30,10,10,53,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/4ShaT5Wh_EZX9VQUWIL_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/4ShaT5Wh_RI0BMU4838_2025-06-12_1.png","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Purple & Pink","Enjoy the year-round bloom with the vibrant Artificial Lily flower bouquet with 3D printing ( without Vase ).Each bloom in the bouquet showcases meticulous detailing, from the gentle petal veins to the natural-looking stamen and stem design. The 3D printing process ensures that every flower is incredibly realistic and visually stunning, offering a fresh and radiant look that remains unchanged over time. Whether you're decorating your living room, bedroom, office desk, or a special event space, this bouquet adds a cheerful and refreshing aesthetic to any setting.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-60","","Multicolor Artificial Lily Flower Bouquet - 3D Print For Home Decor","HOD-60",599,1198,220,30,10,10,53,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/2mdXImnC_7QKB2ST887_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/2mdXImnC_EUE6RPE6EW_2025-06-10_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/2mdXImnC_T0GYZ3L4IV_2025-06-12_1.jpg","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Multicolor","Enjoy the year-round bloom with the vibrant Artificial Lily flower bouquet with 3D printing ( without Vase ).Each bloom in the bouquet showcases meticulous detailing, from the gentle petal veins to the natural-looking stamen and stem design. The 3D printing process ensures that every flower is incredibly realistic and visually stunning, offering a fresh and radiant look that remains unchanged over time. Whether you're decorating your living room, bedroom, office desk, or a special event space, this bouquet adds a cheerful and refreshing aesthetic to any setting.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-71","","Pink Artificial Dahlia Flower Bouquet For Home Decor","HOD-71",799,1599,300,30,15,15,83,"0.4",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/IPzrkjx__RPOODFIFRI_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/IPzrkjx__QIA4QU2DRG_2025-06-12_1.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Pink","Premium Artificial Dahlia Flower Bouquet with lush green leaves for a natural look. (Without Vase).Each bloom is made from high-quality, fade-resistant materials, meticulously designed to capture the natural softness, fullness, and rich color tones that dahlias are admired for. The intricate detailing of the multi-petaled flowers is complemented by lush green leaves, which add volume, depth, and a strikingly realistic appearance to the overall arrangement.","1",true,"",1,"","","","House of Dhaarna","High Quality plastic and hard paper","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-72","","Brown-Yellow Artificial Dahlia Flower Bouquet For Home Decor","HOD-72",799,1599,300,30,15,15,83,"0.4",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/wFx_vQ3g_YL7XXWHKLY_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/wFx_vQ3g_5I767M75VL_2025-06-12_1.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Brown-Yellow","Premium Artificial Dahlia Flower Bouquet with lush green leaves for a natural look. (Without Vase).Each bloom is made from high-quality, fade-resistant materials, meticulously designed to capture the natural softness, fullness, and rich color tones that dahlias are admired for. The intricate detailing of the multi-petaled flowers is complemented by lush green leaves, which add volume, depth, and a strikingly realistic appearance to the overall arrangement.","1",true,"",1,"","","","House of Dhaarna","High Quality plastic and hard paper","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-76","","Blue Artificial Dahlia Flower Bouquet For Home Decor","HOD-76",799,1599,300,30,15,15,83,"0.4",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/pVblyBxh_KOXI6VKL2S_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/pVblyBxh_UN9Q82CJEY_2025-06-12_1.png","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Blue","Premium Artificial Dahlia Flower Bouquet with lush green leaves for a natural look. (Without Vase).Each bloom is made from high-quality, fade-resistant materials, meticulously designed to capture the natural softness, fullness, and rich color tones that dahlias are admired for. The intricate detailing of the multi-petaled flowers is complemented by lush green leaves, which add volume, depth, and a strikingly realistic appearance to the overall arrangement.","1",true,"",1,"","","","House of Dhaarna","High Quality plastic and hard paper","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-74","","Peach Artificial Dahlia Flower Bouquet For Home Decor","HOD-74",799,1599,300,30,14,14,71,"0.4",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/P_pU97L8_A1PTC179RA_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/P_pU97L8_7V1D0ERGNQ_2025-06-10_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/P_pU97L8_Q404KZO6UN_2025-06-12_1.jpg","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Peach","Premium Artificial Dahlia Flower Bouquet with lush green leaves for a natural look. (Without Vase).Each bloom is made from high-quality, fade-resistant materials, meticulously designed to capture the natural softness, fullness, and rich color tones that dahlias are admired for. The intricate detailing of the multi-petaled flowers is complemented by lush green leaves, which add volume, depth, and a strikingly realistic appearance to the overall arrangement.","1",true,"",1,"","","","House of Dhaarna","High Quality plastic and hard paper","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-73","","Purple Artificial Dahlia Flower Bouquet For Home Decor","HOD-73",899,1798,300,29,14,14,71,"0.4",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/LEY5Vj4Z_CHUBQMBXY1_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/LEY5Vj4Z_NO866SVC4Q_2025-06-12_1.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Purple","Premium Artificial Dahlia Flower Bouquet with lush green leaves for a natural look. (Without Vase).Each bloom is made from high-quality, fade-resistant materials, meticulously designed to capture the natural softness, fullness, and rich color tones that dahlias are admired for. The intricate detailing of the multi-petaled flowers is complemented by lush green leaves, which add volume, depth, and a strikingly realistic appearance to the overall arrangement.","1",true,"",1,"","","","House of Dhaarna","High Quality plastic and hard paper","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
